Code,Department,Status,Quota,Current Quota
MATH202.01,ALL,ALL,285,283
MATH202.02,ALL,ALL,285,275
MATH221.01,ALL,ALL,Unlimited,43
MATH222.01,ALL,ALL,65,64
MATH222.02,ALL,ALL,65,57
MATH231.01,ALL,ALL,Unlimited,72
MATH234.01,ALL,ALL,Unlimited,102
MATH324.01,ALL,ALL,20,25
MATH338.01,ALL,ALL,Unlimited,107
MATH401.01,ALL,ALL,Consent Of Instructor,64
MATH433.01,ALL,ALL,25,19
MATH436.01,ALL,ALL,Consent Of Instructor,11
MATH462.01,ALL,ALL,50,83
MATH48B.01,ALL,ALL,Consent Of Instructor,16
MATH490.01,ALL,ALL,Consent Of Instructor,0
MATH490.02,ALL,ALL,Consent Of Instructor,0
MATH490.03,ALL,ALL,Consent Of Instructor,0
MATH490.04,ALL,ALL,Consent Of Instructor,1
MATH490.05,ALL,ALL,Consent Of Instructor,4
MATH490.06,ALL,ALL,Consent Of Instructor,3
MATH490.07,ALL,ALL,Consent Of Instructor,3
MATH490.08,ALL,ALL,Consent Of Instructor,2
MATH499.01,ALL,ALL,Consent Of Instructor,1
MATH522.01,ALL,ALL,Unlimited,8
MATH528.01,ALL,ALL,Consent Of Instructor,0
MATH532.01,ALL,ALL,Unlimited,7
MATH551.01,ALL,ALL,Consent Of Instructor,8
MATH572.01,ALL,ALL,Consent Of Instructor,7
MATH577.01,ALL,ALL,Consent Of Instructor,4
MATH579.01,ALL,ALL,Consent Of Instructor,3
MATH585.01,ALL,ALL,Consent Of Instructor,1
MATH587.01,ALL,ALL,Consent Of Instructor,3
MATH58C.01,ALL,ALL,Consent Of Instructor,2
MATH58K.01,ALL,ALL,Consent Of Instructor,7
MATH58T.01,ALL,ALL,Consent Of Instructor,3
MATH590.01,ALL,ALL,Consent Of Instructor,3
MATH690.01,ALL,ALL,Consent Of Instructor,2
MATH690.02,ALL,ALL,Consent Of Instructor,2
MATH690.03,ALL,ALL,Consent Of Instructor,1
MATH690.04,ALL,ALL,Consent Of Instructor,1
MATH690.05,ALL,ALL,Consent Of Instructor,2
MATH690.06,ALL,ALL,Consent Of Instructor,2
MATH690.07,ALL,ALL,Consent Of Instructor,0
MATH690.08,ALL,ALL,Consent Of Instructor,0
MATH700.01,ALL,ALL,Consent Of Instructor,1
MATH790.01,ALL,ALL,Consent Of Instructor,2
MATH790.02,ALL,ALL,Consent Of Instructor,0
MATH790.03,ALL,ALL,Consent Of Instructor,2
SCED120.01,UNDERGRADUATE PROGRAM IN MATHEMATICS EDUCATION,ALL,Unlimited,37
SCED240.01,ALL,ALL,30,51
SCED282.01,ALL,ALL,25,25
SCED282.02,ALL,ALL,25,23
SCED282.03,ALL,ALL,25,23
SCED282.04,ALL,ALL,25,23
SCED282.05,ALL,ALL,25,0
SCED282.06,ALL,ALL,30,10
SCED320.01,ALL,ALL,Consent Of Instructor,9
SCED330.01,ALL,ALL,50,47
SCED342.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,18,12
SCED342.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,18,15
SCED348.01,ALL,ALL,Unlimited,13
SCED348.02,ALL,ALL,Unlimited,69
SCED352.01,ALL,ALL,Consent Of Instructor,7
SCED352.01,TEACHING MATHEMATICS PR.,ALL,30,18
SCED354.01,ALL,ALL,30,29
SCED354.02,ALL,ALL,30,31
SCED362.01,ALL,ALL,25,21
SCED362.02,ALL,ALL,25,33
SCED370.01,ALL,ALL,30,20
SCED370.02,ALL,ALL,30,31
SCED370.03,ALL,ALL,30,30
SCED370.04,ALL,ALL,30,18
SCED372.01,ALL,ALL,15,23
SCED372.02,ALL,ALL,15,28
SCED414.01,ALL,ALL,Consent Of Instructor,10
SCED416.01,ALL,ALL,Consent Of Instructor,17
SCED416.02,ALL,ALL,17,14
SCED416.03,ALL,ALL,17,19
SCED418.01,ALL,ALL,Consent Of Instructor,7
SCED422.01,ALL,ALL,Consent Of Instructor,10
SCED432.01,ALL,ALL,Consent Of Instructor,12
SCED432.02,ALL,ALL,Consent Of Instructor,12
SCED432.03,ALL,ALL,Consent Of Instructor,11
SCED432.04,ALL,ALL,Consent Of Instructor,12
SCED432.05,ALL,ALL,Consent Of Instructor,9
SCED442.01,ALL,ALL,Consent Of Instructor,7
SCED444.01,ALL,ALL,25,28
SCED444.02,ALL,ALL,25,22
SCED444.03,ALL,ALL,30,2
SCED462.01,ALL,ALL,Consent Of Instructor,13
SCED462.02,ALL,ALL,Consent Of Instructor,10
SCED464.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,Consent Of Instructor,12
SCED464.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,Consent Of Instructor,10
SCED48E.01,ALL,ALL,Consent Of Instructor,22
SCED48G.01,ALL,ALL,Consent Of Instructor,3
SCED544.01,ALL,ALL,Consent Of Instructor,20
SCED571.01,ALL,ALL,Consent Of Instructor,7
SCED572.01,ALL,ALL,Consent Of Instructor,14
SCED576.01,ALL,ALL,Consent Of Instructor,9
SCED579.01,ALL,ALL,Consent Of Instructor,17
SCED58G.01,ALL,ALL,Consent Of Instructor,0
SCED598.01,ALL,ALL,Consent Of Instructor,3
SCED612.01,ALL,ALL,Consent Of Instructor,2
SCED652.01,ALL,ALL,Consent Of Instructor,4
SCED668.01,ALL,ALL,Consent Of Instructor,0
SCED68C.01,ALL,ALL,Consent Of Instructor,3
SCED690.01,ALL,ALL,Consent Of Instructor,0
SCED690.02,ALL,ALL,Consent Of Instructor,3
SCED690.03,ALL,ALL,Consent Of Instructor,1
SCED690.04,ALL,ALL,Consent Of Instructor,2
SCED690.05,ALL,ALL,Consent Of Instructor,4
SCED690.06,ALL,ALL,Consent Of Instructor,0
SCED690.07,ALL,ALL,Consent Of Instructor,5
SCED690.08,ALL,ALL,Consent Of Instructor,7
SCED690.09,ALL,ALL,Consent Of Instructor,4
SCED690.10,ALL,ALL,Consent Of Instructor,8
SCED690.11,ALL,ALL,Consent Of Instructor,1
SCED690.12,ALL,ALL,Consent Of Instructor,1
SCED690.13,ALL,ALL,Consent Of Instructor,3
SCED690.14,ALL,ALL,Consent Of Instructor,0
SCED690.15,ALL,ALL,Consent Of Instructor,0
SCED690.16,ALL,ALL,Consent Of Instructor,3
SCED690.17,ALL,ALL,Consent Of Instructor,7
SCED690.18,ALL,ALL,Consent Of Instructor,0
SCED690.19,ALL,ALL,Consent Of Instructor,0
SCED700.01,ALL,ALL,Consent Of Instructor,2
SCED790.01,ALL,ALL,Consent Of Instructor,1
SCED790.02,ALL,ALL,Consent Of Instructor,5
ME 120.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,88
ME 210.01,ALL,ALL,Consent Of Instructor,6
ME 210.01,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,65
ME 212.01,ALL,ALL,Consent Of Instructor,1
ME 212.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,78
ME 242.01,ALL,ALL,Consent Of Instructor,3
ME 242.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,81
ME 244.01,ALL,UNDERGRADUATE,Consent Of Instructor,0
ME 244.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,86
ME 263.01,ALL,ALL,Consent Of Instructor,1
ME 263.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,70
ME 303.01,ALL,UNDERGRADUATE,Consent Of Instructor,1
ME 303.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,10
ME 304.01,ALL,ALL,Consent Of Instructor,0
ME 304.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,54
ME 318.01,ALL,ALL,Consent Of Instructor,0
ME 318.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,61
ME 335.01,ALL,ALL,Consent Of Instructor,1
ME 335.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,57
ME 362.01,ALL,ALL,Consent Of Instructor,2
ME 362.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,77
ME 400.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,36
ME 425.01,ALL,ALL,Consent Of Instructor,3
ME 425.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,48
ME 429.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Consent Of Instructor,16
ME 430.01,ALL,ALL,Consent Of Instructor,0
ME 430.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,40
ME 455.01,ALL,ALL,Consent Of Instructor,1
ME 455.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,33
ME 474.01,ALL,ALL,Consent Of Instructor,1
ME 474.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,19
ME 492.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,35
ME 492.02,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,16
ME 502.01,ALL,ALL,Consent Of Instructor,5
ME 512.01,ALL,ALL,Consent Of Instructor,0
ME 521.01,ALL,ALL,Consent Of Instructor,3
ME 530.01,ALL,ALL,Consent Of Instructor,0
ME 58G.01,ALL,ALL,Consent Of Instructor,13
ME 610.01,ALL,ALL,Consent Of Instructor,3
ME 613.01,ALL,ALL,Consent Of Instructor,1
ME 632.01,ALL,ALL,Consent Of Instructor,0
ME 662.01,ALL,ALL,Consent Of Instructor,0
ME 663.01,ALL,ALL,Consent Of Instructor,0
ME 700.01,ALL,ALL,Consent Of Instructor,0
MECA579.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1
MECA593.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1
MECA594.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1
MECA690.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1
MECA501.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7
MECA504.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7
MECA514.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,3
MECA522.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7
MECA587.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,6
MECA590.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,2
MECA591.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,1
MECA591.02,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,1
MECA591.03,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,0
BIO 101.01,CHEMISTRY,UNDERGRADUATE,Unlimited,46
BIO 101.01,INTEGRATED BS&MS PROGRAM IN TEACHING CHEMISTRY,UNDERGRADUATE,Unlimited,17
BIO 101.01,MATHEMATICS,UNDERGRADUATE,Unlimited,25
BIO 101.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,17
BIO 101.01,PHYSICS,UNDERGRADUATE,Unlimited,22
BIO 101.01,TEACHING CHEMISTRY,UNDERGRADUATE,Unlimited,18
BIO 101.01,TEACHING CHEMISTRY PR.,UNDERGRADUATE,Unlimited,20
BIO 101.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,Unlimited,18
BIO 101.02,ALL,ALL,Consent Of Instructor,0
BIO 102.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,50,41
BIO 102.01,MOLECULAR BIOLOGY & GENETICS,YANDAL,Unlimited,1
BIO 102.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,25,10
BIO 102.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,50,50
BIO 102.02,MOLECULAR BIOLOGY & GENETICS,YANDAL,Unlimited,0
BIO 102.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,25,25
BIO 106.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,30,30
BIO 106.01,MOLECULAR BIOLOGY & GENETICS,YANDAL,5,0
BIO 106.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,10,3
BIO 106.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,60,58
BIO 106.02,MOLECULAR BIOLOGY & GENETICS,YANDAL,10,0
BIO 106.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,20,19
BIO 121.01,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,5
BIO 121.01,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,3
BIO 121.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,7
BIO 121.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,29
BIO 121.01,HISTORY,UNDERGRADUATE,Unlimited,10
BIO 121.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,2
BIO 121.01,LINGUISTICS,UNDERGRADUATE,Unlimited,1
BIO 121.01,LINGUISTICS,UNDERGRADUATE,Unlimited,4
BIO 121.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,0
BIO 121.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,8
BIO 121.01,SOCIOLOGY,UNDERGRADUATE,Unlimited,4
BIO 121.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,3
BIO 121.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,19
BIO 121.01,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,Unlimited,8
BIO 121.01,WESTERN LANGUAGES & LITERATURES,UNDERGRADUATE,Unlimited,7
BIO 121.02,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,1
BIO 121.02,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,3
BIO 121.02,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,6
BIO 121.02,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,3
BIO 121.02,HISTORY,UNDERGRADUATE,Unlimited,8
BIO 121.02,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,2
BIO 121.02,LINGUISTICS,UNDERGRADUATE,Unlimited,2
BIO 121.02,LINGUISTICS,UNDERGRADUATE,Unlimited,8
BIO 121.02,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,1
BIO 121.02,PHILOSOPHY,UNDERGRADUATE,Unlimited,4
BIO 121.02,SOCIOLOGY,UNDERGRADUATE,Unlimited,3
BIO 121.02,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,1
BIO 121.02,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,6
BIO 121.02,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,Unlimited,4
BIO 121.02,WESTERN LANGUAGES & LITERATURES,UNDERGRADUATE,Unlimited,4
BIO 152.01,PSYCHOLOGY,UNDERGRADUATE,Unlimited,30
BIO 152.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,80
BIO 152.03,PSYCHOLOGY,UNDERGRADUATE,Unlimited,111
BIO 252.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,100
BIO 254.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,88
BIO 302.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,72
BIO 308.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,16
BIO 308.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,12
BIO 308.03,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,11
BIO 308.04,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,3
BIO 308.05,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,12
BIO 310.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,82
BIO 310.01,MOLECULAR BIOLOGY & GENETICS,YANDAL,Unlimited,0
BIO 322.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,64
BIO 342.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,73
BIO 407.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,4
BIO 407.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,12,12
BIO 475.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,17
BIO 48B.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,32,46
BIO 48F.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,24
BIO 492.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,1
BIO 492.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,2
BIO 492.03,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,0
BIO 492.04,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,3
BIO 492.05,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,4
BIO 492.06,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,3
BIO 492.07,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,1
BIO 492.08,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,2
BIO 492.09,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,2
BIO 492.10,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,2
BIO 492.11,ALL,ALL,Consent Of Instructor,0
BIO 492.12,ALL,ALL,Consent Of Instructor,0
BIO 492.13,ALL,ALL,Consent Of Instructor,0
BIO 496.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,17
BIO 496.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,5
BIO 560.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,9
BIO 587.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,6
BIO 58A.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,3
BIO 58C.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Consent Of Instructor,8
PHIL106.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,104
PHIL112.01,ALL,UNDERGRADUATE,15,36
PHIL112.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,17
PHIL112.01,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,Unlimited,57
PHIL112.01,WESTERN LANGUAGES & LITERATURES,UNDERGRADUATE,Unlimited,112
PHIL132.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,56
PHIL214.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,99
PHIL222.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,79
PHIL314.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,69
PHIL354.01,PHILOSOPHY,UNDERGRADUATE,50,86
PHIL375.01,PHILOSOPHY,UNDERGRADUATE,50,90
PHIL382.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,91
PHIL48T.01,PHILOSOPHY,UNDERGRADUATE,20,39
PHIL48U.01,PHILOSOPHY,UNDERGRADUATE,30,31
PHIL490.01,PHILOSOPHY,UNDERGRADUATE,50,43
PHIL495.01,PHILOSOPHY,UNDERGRADUATE,50,23
PHIL499.01,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,0
PHIL499.02,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,1
PHIL499.03,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,1
PHIL499.04,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,0
PHIL499.05,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,0
PHIL499.06,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,0
PHIL499.07,PHILOSOPHY,UNDERGRADUATE,Consent Of Instructor,2
PHIL499.08,ALL,ALL,Consent Of Instructor,0
PHIL49A.01,PHILOSOPHY,UNDERGRADUATE,50,36
PHIL49B.01,PHILOSOPHY,UNDERGRADUATE,50,9
PHIL59C.01,ALL,ALL,Consent Of Instructor,0
PE 102.01,ALL,ALL,Consent Of Instructor,2
PE 102.02,ALL,ALL,Consent Of Instructor,2
PE 102.03,ALL,ALL,Consent Of Instructor,4
PE 102.04,ALL,ALL,Consent Of Instructor,1
PE 104.01,ALL,ALL,Consent Of Instructor,9
PE 104.02,ALL,ALL,Consent Of Instructor,3
PE 104.03,ALL,ALL,Consent Of Instructor,6
PE 104.04,ALL,ALL,Consent Of Instructor,2
PE 104.05,ALL,ALL,Consent Of Instructor,1
PE 108.01,ALL,ALL,Consent Of Instructor,35
PE 108.02,ALL,ALL,Consent Of Instructor,44
PE 108.03,ALL,ALL,Consent Of Instructor,42
PE 108.04,ALL,ALL,Consent Of Instructor,37
PE 108.05,ALL,ALL,Consent Of Instructor,28
PE 108.06,ALL,ALL,Consent Of Instructor,32
PE 118.01,ALL,ALL,Consent Of Instructor,3
PE 118.02,ALL,ALL,Consent Of Instructor,4
PE 118.03,ALL,ALL,Consent Of Instructor,6
PE 118.04,ALL,ALL,Consent Of Instructor,6
PE 118.05,ALL,ALL,Consent Of Instructor,9
PE 118.06,ALL,ALL,Consent Of Instructor,9
PE 120.01,ALL,ALL,Consent Of Instructor,4
PE 120.02,ALL,ALL,Consent Of Instructor,0
PE 120.03,ALL,ALL,Consent Of Instructor,2
PE 120.04,ALL,ALL,Consent Of Instructor,1
PE 120.05,ALL,ALL,Consent Of Instructor,2
PE 120.06,ALL,ALL,Consent Of Instructor,2
PE 122.01,ALL,ALL,Consent Of Instructor,4
PE 122.02,ALL,ALL,Consent Of Instructor,6
PE 122.03,ALL,ALL,Consent Of Instructor,3
PE 122.04,ALL,ALL,Consent Of Instructor,0
PE 123.01,ALL,ALL,Consent Of Instructor,40
PE 123.02,ALL,ALL,Consent Of Instructor,23
PE 123.03,ALL,ALL,Consent Of Instructor,19
PE 123.04,ALL,ALL,Consent Of Instructor,19
PE 123.05,ALL,ALL,Consent Of Instructor,20
PE 123.06,ALL,ALL,Consent Of Instructor,55
PE 124.01,ALL,ALL,Consent Of Instructor,33
PE 124.02,ALL,ALL,Consent Of Instructor,7
PE 124.03,ALL,ALL,Consent Of Instructor,12
PE 124.04,ALL,ALL,Consent Of Instructor,14
PE 124.05,ALL,ALL,Consent Of Instructor,7
PE 124.06,ALL,ALL,Consent Of Instructor,8
PE 124.07,ALL,ALL,Consent Of Instructor,10
PE 124.08,ALL,ALL,Consent Of Instructor,7
PE 124.09,ALL,ALL,Consent Of Instructor,11
PE 124.10,ALL,ALL,Consent Of Instructor,7
PE 124.11,ALL,ALL,Consent Of Instructor,8
PE 124.12,ALL,ALL,Consent Of Instructor,9
PE 126.01,ALL,ALL,Consent Of Instructor,8
PE 126.02,ALL,ALL,Consent Of Instructor,3
PE 126.03,ALL,ALL,Consent Of Instructor,0
PE 126.04,ALL,ALL,Consent Of Instructor,0
PE 126.05,ALL,ALL,Consent Of Instructor,0
PE 126.06,ALL,ALL,Consent Of Instructor,5
PE 126.07,ALL,ALL,Consent Of Instructor,3
PE 126.08,ALL,ALL,Consent Of Instructor,4
PE 126.09,ALL,ALL,Consent Of Instructor,1
PE 126.10,ALL,ALL,Consent Of Instructor,4
PE 126.11,ALL,ALL,Consent Of Instructor,16
PE 126.12,ALL,ALL,Consent Of Instructor,4
PE 130.01,ALL,ALL,Consent Of Instructor,13
PE 130.02,ALL,ALL,Consent Of Instructor,5
PE 130.03,ALL,ALL,Consent Of Instructor,10
PE 130.04,ALL,ALL,Consent Of Instructor,14
PE 130.05,ALL,ALL,Consent Of Instructor,1
PE 130.06,ALL,ALL,Consent Of Instructor,2
PE 130.07,ALL,ALL,Consent Of Instructor,3
PE 130.08,ALL,ALL,Consent Of Instructor,1
PE 130.09,ALL,ALL,Consent Of Instructor,2
PE 130.10,ALL,ALL,Consent Of Instructor,0
PE 130.11,ALL,ALL,Consent Of Instructor,2
PE 130.12,ALL,ALL,Consent Of Instructor,0
PE 130.13,ALL,ALL,Consent Of Instructor,1
PE 130.14,ALL,ALL,Consent Of Instructor,5
PE 136.01,ALL,ALL,Consent Of Instructor,0
PE 136.02,ALL,ALL,Consent Of Instructor,1
PE 138.01,ALL,ALL,Consent Of Instructor,0
PE 138.02,ALL,ALL,Consent Of Instructor,0
PE 138.03,ALL,ALL,Consent Of Instructor,1
PE 138.04,ALL,ALL,Consent Of Instructor,0
PE 138.05,ALL,ALL,Consent Of Instructor,0
PE 138.06,ALL,ALL,Consent Of Instructor,0
PE 138.07,ALL,ALL,Consent Of Instructor,0
PE 138.08,ALL,ALL,Consent Of Instructor,0
PE 140.01,ALL,ALL,Consent Of Instructor,6
PE 140.02,ALL,ALL,Consent Of Instructor,3
PE 140.03,ALL,ALL,Consent Of Instructor,2
PE 140.04,ALL,ALL,Consent Of Instructor,9
PE 140.05,ALL,ALL,Consent Of Instructor,6
PE 140.06,ALL,ALL,Consent Of Instructor,3
PE 141.01,ALL,ALL,Consent Of Instructor,9
PE 141.02,ALL,ALL,Consent Of Instructor,6
PE 141.03,ALL,ALL,Consent Of Instructor,6
PE 141.04,ALL,ALL,Consent Of Instructor,4
PE 141.05,ALL,ALL,Consent Of Instructor,0
PE 141.06,ALL,ALL,Consent Of Instructor,2
PE 141.07,ALL,ALL,Consent Of Instructor,5
PE 142.01,ALL,ALL,Consent Of Instructor,7
PE 142.02,ALL,ALL,Consent Of Instructor,10
PE 142.03,ALL,ALL,Consent Of Instructor,8
PE 142.04,ALL,ALL,Consent Of Instructor,3
PE 142.05,ALL,ALL,Consent Of Instructor,1
PE 142.06,ALL,ALL,Consent Of Instructor,2
PE 142.07,ALL,ALL,Consent Of Instructor,2
PE 146.01,ALL,ALL,Consent Of Instructor,0
PE 146.02,ALL,ALL,Consent Of Instructor,0
PE 146.03,ALL,ALL,Consent Of Instructor,0
PE 146.04,ALL,ALL,Consent Of Instructor,0
PE 146.05,ALL,ALL,Consent Of Instructor,0
PE 146.06,ALL,ALL,Consent Of Instructor,0
PE 152.01,ALL,ALL,Consent Of Instructor,6
PE 152.02,ALL,ALL,Consent Of Instructor,2
PE 152.03,ALL,ALL,Consent Of Instructor,4
PE 152.04,ALL,ALL,Consent Of Instructor,12
PE 152.05,ALL,ALL,Consent Of Instructor,1
PE 152.06,ALL,ALL,Consent Of Instructor,0
PE 152.07,ALL,ALL,Consent Of Instructor,4
PE 152.08,ALL,ALL,Consent Of Instructor,2
PE 154.01,ALL,ALL,Consent Of Instructor,2
PE 154.02,ALL,ALL,Consent Of Instructor,0
PE 154.03,ALL,ALL,Consent Of Instructor,1
PE 154.04,ALL,ALL,Consent Of Instructor,0
PE 154.05,ALL,ALL,Consent Of Instructor,2
PE 154.06,ALL,ALL,Consent Of Instructor,1
PE 156.01,ALL,ALL,Consent Of Instructor,4
PE 156.02,ALL,ALL,Consent Of Instructor,1
PE 156.03,ALL,ALL,Consent Of Instructor,0
PE 156.04,ALL,ALL,Consent Of Instructor,2
PHYL101.01,ALL,ALL,Consent Of Instructor,0
PHYL102.01,ALL,ALL,Consent Of Instructor,0
PHYL201.01,ALL,ALL,Consent Of Instructor,0
