Code,Department,Status,Quota,Current Quota
ADEX597.09,ALL,ALL,Consent Of Instructor,0
ADEX597.10,ALL,ALL,Consent Of Instructor,0
ADEX597.12,ALL,ALL,Consent Of Instructor,0
ADEX597.14,ALL,ALL,Consent Of Instructor,0
ADEX597.15,ALL,ALL,Consent Of Instructor,0
ADEX597.16,ALL,ALL,Consent Of Instructor,0
ADEX597.17,ALL,ALL,Consent Of Instructor,0
ADEX597.18,ALL,ALL,Consent Of Instructor,0
ADEX597.20,ALL,ALL,Consent Of Instructor,1
ADEX597.21,ALL,ALL,Consent Of Instructor,0
ADEX598.01,ALL,ALL,Consent Of Instructor,0
ADEX598.02,ALL,ALL,Consent Of Instructor,0
ADEX598.03,ALL,ALL,Consent Of Instructor,0
ADEX598.04,ALL,ALL,Consent Of Instructor,0
ADEX598.06,ALL,ALL,Consent Of Instructor,0
ADEX598.07,ALL,ALL,Consent Of Instructor,0
ADEX598.08,ALL,ALL,Consent Of Instructor,0
ADEX598.09,ALL,ALL,Consent Of Instructor,0
ADEX598.10,ALL,ALL,Consent Of Instructor,0
ADEX598.12,ALL,ALL,Consent Of Instructor,0
ADEX598.14,ALL,ALL,Consent Of Instructor,0
ADEX598.15,ALL,ALL,Consent Of Instructor,0
ADEX598.16,ALL,ALL,Consent Of Instructor,0
ADEX598.17,ALL,ALL,Consent Of Instructor,0
ADEX598.18,ALL,ALL,Consent Of Instructor,0
ADEX598.20,ALL,ALL,Consent Of Instructor,0
ADEX598.21,ALL,ALL,Consent Of Instructor,0
PA 212.01,ALL,ALL,12,12
PA 214.01,ALL,ALL,12,12
PA 218.01,ALL,ALL,12,12
PA 221.01,ALL,ALL,12,12
PA 221.02,ALL,ALL,12,12
PA 222.01,ALL,ALL,12,12
PA 222.04,ALL,ALL,12,12
PA 225.03,ALL,ALL,12,17
PA 226.01,ALL,ALL,12,12
PA 226.02,ALL,ALL,12,12
PA 242.01,ALL,ALL,12,12
PA 314.01,ALL,ALL,12,12
PA 314.02,ALL,ALL,12,12
PA 321.01,ALL,ALL,12,12
PA 322.01,ALL,ALL,12,12
PA 325.03,ALL,ALL,12,19
PA 326.01,ALL,ALL,12,12
PA 326.02,ALL,ALL,12,12
PA 342.01,ALL,ALL,12,12
PA 352.01,ALL,ALL,Consent Of Instructor,4
PA 352.02,ALL,ALL,Consent Of Instructor,4
PA 374.01,ALL,ALL,12,14
PA 426.01,ALL,ALL,12,12
FLED106.01,FOREIGN LANGUAGE EDUCATION,ALL,25,26
FLED106.02,FOREIGN LANGUAGE EDUCATION,ALL,25,32
FLED106.03,FOREIGN LANGUAGE EDUCATION,ALL,25,23
FLED106.04,FOREIGN LANGUAGE EDUCATION,ALL,25,26
FLED126.01,FOREIGN LANGUAGE EDUCATION,ALL,10,24
FLED126.02,FOREIGN LANGUAGE EDUCATION,ALL,10,22
FLED126.03,FOREIGN LANGUAGE EDUCATION,ALL,10,22
FLED126.04,FOREIGN LANGUAGE EDUCATION,ALL,10,23
FLED126.05,FOREIGN LANGUAGE EDUCATION,ALL,10,23
FLED126.06,FOREIGN LANGUAGE EDUCATION,ALL,10,23
FLED211.01,FOREIGN LANGUAGE EDUCATION,ALL,50,50
FLED212.01,FOREIGN LANGUAGE EDUCATION,ALL,100,85
FLED218.01,FOREIGN LANGUAGE EDUCATION,ALL,60,77
FLED224.01,FOREIGN LANGUAGE EDUCATION,ALL,80,63
FLED224.02,FOREIGN LANGUAGE EDUCATION,ALL,100,72
FLED306.01,FOREIGN LANGUAGE EDUCATION,ALL,30,40
FLED306.02,FOREIGN LANGUAGE EDUCATION,ALL,30,43
FLED314.01,ALL,ALL,Unlimited,55
FLED315.01,FOREIGN LANGUAGE EDUCATION,ALL,25,24
FLED316.01,ALL,ALL,25,29
FLED318.01,FOREIGN LANGUAGE EDUCATION,ALL,50,51
FLED318.02,FOREIGN LANGUAGE EDUCATION,ALL,50,38
FLED323.01,FOREIGN LANGUAGE EDUCATION,ALL,50,30
FLED324.01,FOREIGN LANGUAGE EDUCATION,ALL,40,56
FLED412.01,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED412.02,FOREIGN LANGUAGE EDUCATION,ALL,12,9
FLED412.03,FOREIGN LANGUAGE EDUCATION,ALL,12,11
FLED412.04,FOREIGN LANGUAGE EDUCATION,ALL,12,10
FLED412.05,FOREIGN LANGUAGE EDUCATION,ALL,12,10
FLED412.06,FOREIGN LANGUAGE EDUCATION,ALL,12,11
FLED412.07,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED412.08,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED412.09,FOREIGN LANGUAGE EDUCATION,ALL,12,11
FLED416.01,FOREIGN LANGUAGE EDUCATION,ALL,12,14
FLED416.02,FOREIGN LANGUAGE EDUCATION,ALL,12,10
FLED416.03,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED416.04,FOREIGN LANGUAGE EDUCATION,ALL,12,11
FLED416.05,FOREIGN LANGUAGE EDUCATION,ALL,12,10
FLED416.06,FOREIGN LANGUAGE EDUCATION,ALL,12,17
FLED416.07,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED416.08,FOREIGN LANGUAGE EDUCATION,ALL,12,12
FLED501.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,5
FLED512.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,8
FLED543.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,11
FLED607.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,4
FLED685.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,3
FLED690.08,ALL,ALL,Consent Of Instructor,0
FLED690.11,ALL,ALL,Consent Of Instructor,0
FLED690.13,ALL,ALL,Consent Of Instructor,0
FLED790.04,ALL,ALL,Consent Of Instructor,0
FLED790.08,ALL,ALL,Consent Of Instructor,0
GED 505.01,ALL,ALL,Consent Of Instructor,1
GED 507.01,ALL,ALL,Consent Of Instructor,0
GED 508.01,ALL,ALL,Consent Of Instructor,1
GED 511.01,ALL,ALL,Consent Of Instructor,0
GED 517.01,ALL,ALL,Consent Of Instructor,1
GED 579.01,ALL,ALL,Consent Of Instructor,1
GED 581.01,ALL,ALL,Consent Of Instructor,1
GED 591.01,GEODESY,ALL,Consent Of Instructor,1
GED 597.01,ALL,ALL,Consent Of Instructor,0
GED 599.01,ALL,ALL,Consent Of Instructor,1
GED 602.01,ALL,ALL,Consent Of Instructor,0
GED 632.01,ALL,ALL,Consent Of Instructor,0
GED 633.01,GEODESY,ALL,Consent Of Instructor,0
GED 690.01,ALL,ALL,Consent Of Instructor,3
GED 690.02,ALL,ALL,Consent Of Instructor,0
GED 690.03,ALL,ALL,Consent Of Instructor,0
GED 690.04,ALL,ALL,Consent Of Instructor,1
GED 690.05,ALL,ALL,Consent Of Instructor,0
GED 690.06,ALL,ALL,Consent Of Instructor,3
GED 690.07,ALL,ALL,Consent Of Instructor,0
GED 692.01,ALL,ALL,Consent Of Instructor,0
GED 695.01,ALL,ALL,Consent Of Instructor,0
GED 696.01,GEODESY,ALL,Consent Of Instructor,0
GED 697.01,ALL,ALL,Consent Of Instructor,0
GED 698.01,ALL,ALL,Consent Of Instructor,0
GED 699.01,ALL,ALL,Consent Of Instructor,0
GED 700.01,ALL,ALL,Consent Of Instructor,0
GED 790.01,ALL,ALL,Consent Of Instructor,0
GED 790.02,ALL,ALL,Consent Of Instructor,0
GED 790.03,ALL,ALL,Consent Of Instructor,0
GED 790.04,ALL,ALL,Consent Of Instructor,0
GED 790.05,ALL,ALL,Consent Of Instructor,0
GED 790.06,ALL,ALL,Consent Of Instructor,0
GED 790.07,ALL,ALL,Consent Of Instructor,0
GPH 507.01,ALL,ALL,Consent Of Instructor,0
GPH 520.01,ALL,ALL,Consent Of Instructor,1
GPH 528.01,ALL,ALL,Consent Of Instructor,0
GPH 530.01,ALL,ALL,Consent Of Instructor,1
GPH 540.01,ALL,ALL,Consent Of Instructor,1
GPH 542.01,ALL,ALL,Consent Of Instructor,1
GPH 543.01,ALL,ALL,Consent Of Instructor,0
GPH 598.01,ALL,ALL,Consent Of Instructor,0
GPH 630.01,ALL,ALL,Consent Of Instructor,0
GPH 690.02,ALL,ALL,Consent Of Instructor,1
GPH 690.06,ALL,ALL,Consent Of Instructor,0
GPH 690.07,ALL,ALL,Consent Of Instructor,3
GPH 691.01,ALL,ALL,Consent Of Instructor,0
GPH 700.01,ALL,ALL,Consent Of Instructor,0
GPH 790.02,ALL,ALL,Consent Of Instructor,0
GPH 790.04,ALL,ALL,Consent Of Instructor,1
GPH 790.06,ALL,ALL,Consent Of Instructor,0
ED 101.01,ALL,ALL,Consent Of Instructor,17
ED 104.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,73
ED 132.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,76
ED 200.01,ALL,ALL,Consent Of Instructor,106
ED 203.01,ALL,ALL,Consent Of Instructor,26
ED 206.01,ALL,ALL,10,13
ED 206.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,20,21
ED 208.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,70,54
ED 226.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,64
ED 252.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,63
ED 300.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,15,21
ED 306.01,ALL,ALL,Consent Of Instructor,17
ED 306.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,32
ED 311.01,ALL,ALL,Consent Of Instructor,11
ED 319.01,ALL,ALL,Consent Of Instructor,26
ED 330.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,30,30
ED 330.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,30,28
ED 342.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Consent Of Instructor,3
ED 370.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,13
ED 374.01,ALL,ALL,Consent Of Instructor,0
ED 378.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,66
ED 417.01,ALL,ALL,Consent Of Instructor,24
ED 431.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Consent Of Instructor,22
ED 434.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,14,22
ED 434.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,15,14
ED 434.03,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,12,20
ED 436.01,ALL,ALL,Consent Of Instructor,28
ED 442.01,ALL,ALL,Consent Of Instructor,17
ED 444.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,66
ED 451.01,ALL,ALL,Consent Of Instructor,44
ED 453.01,ALL,ALL,Consent Of Instructor,14
ED 475.01,ALL,ALL,Consent Of Instructor,2
ED 475.02,ALL,ALL,Consent Of Instructor,6
ED 475.03,ALL,ALL,Consent Of Instructor,1
ED 478.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12
ED 478.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12
ED 478.03,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12
ED 478.04,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12
ED 478.05,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,11
ED 478.06,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,9
ED 49D.01,ALL,ALL,Consent Of Instructor,21
GR 112.01,ALL,ALL,Consent Of Instructor,7
GR 212.01,ALL,ALL,Consent Of Instructor,5
HIST102.01,ALL,ALL,Consent Of Instructor,0
HIST102.01,HISTORY,ALL,Unlimited,85
HIST106.01,CIVIL ENGINEERING,UNDERGRADUATE,2,2
HIST106.01,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4
HIST106.01,HISTORY,UNDERGRADUATE,3,7
HIST106.01,MANAGEMENT,UNDERGRADUATE,5,5
HIST106.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.01,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9
HIST106.01,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.02,CIVIL ENGINEERING,UNDERGRADUATE,2,2
HIST106.02,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,5
HIST106.02,HISTORY,UNDERGRADUATE,3,6
HIST106.02,MANAGEMENT,UNDERGRADUATE,5,5
HIST106.02,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.02,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.02,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9
HIST106.02,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.03,CIVIL ENGINEERING,UNDERGRADUATE,3,2
HIST106.03,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4
HIST106.03,HISTORY,UNDERGRADUATE,2,4
HIST106.03,MANAGEMENT,UNDERGRADUATE,5,4
HIST106.03,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.03,SOCIOLOGY,UNDERGRADUATE,2,3
HIST106.03,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9
HIST106.03,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.04,CIVIL ENGINEERING,UNDERGRADUATE,2,2
HIST106.04,ECONOMICS,UNDERGRADUATE,3,4
HIST106.04,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4
HIST106.04,HISTORY,UNDERGRADUATE,2,5
HIST106.04,MANAGEMENT,UNDERGRADUATE,5,5
HIST106.04,SOCIOLOGY,UNDERGRADUATE,2,4
HIST106.04,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9
HIST106.04,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.05,CIVIL ENGINEERING,UNDERGRADUATE,2,2
HIST106.05,ECONOMICS,UNDERGRADUATE,2,2
HIST106.05,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4
HIST106.05,HISTORY,UNDERGRADUATE,2,3
HIST106.05,MANAGEMENT,UNDERGRADUATE,5,5
HIST106.05,SOCIOLOGY,UNDERGRADUATE,2,3
HIST106.05,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,10
HIST106.05,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.06,ECONOMICS,UNDERGRADUATE,3,3
HIST106.06,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3
HIST106.06,HISTORY,UNDERGRADUATE,5,4
HIST106.06,MANAGEMENT,UNDERGRADUATE,3,4
HIST106.06,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,3
HIST106.06,PSYCHOLOGY,UNDERGRADUATE,7,11
HIST106.06,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.06,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,2
HIST106.07,ECONOMICS,UNDERGRADUATE,3,4
HIST106.07,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,5,5
HIST106.07,HISTORY,UNDERGRADUATE,2,2
HIST106.07,MANAGEMENT,UNDERGRADUATE,3,3
HIST106.07,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.07,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.07,PSYCHOLOGY,UNDERGRADUATE,7,9
HIST106.07,SOCIOLOGY,UNDERGRADUATE,2,3
HIST106.07,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3
HIST106.08,ECONOMICS,UNDERGRADUATE,4,4
HIST106.08,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,4
HIST106.08,HISTORY,UNDERGRADUATE,2,1
HIST106.08,MANAGEMENT,UNDERGRADUATE,3,3
HIST106.08,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.08,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.08,PSYCHOLOGY,UNDERGRADUATE,8,14
HIST106.08,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.08,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3
HIST106.09,ECONOMICS,UNDERGRADUATE,2,4
HIST106.09,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,2,2
HIST106.09,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3
HIST106.09,HISTORY,UNDERGRADUATE,3,2
HIST106.09,MANAGEMENT,UNDERGRADUATE,3,3
HIST106.09,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,1
HIST106.09,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.09,PSYCHOLOGY,UNDERGRADUATE,7,9
HIST106.09,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.09,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,4
HIST106.10,ECONOMICS,UNDERGRADUATE,2,2
HIST106.10,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,3,2
HIST106.10,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3
HIST106.10,HISTORY,UNDERGRADUATE,3,3
HIST106.10,MANAGEMENT,UNDERGRADUATE,3,3
HIST106.10,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.10,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.10,PSYCHOLOGY,UNDERGRADUATE,7,10
HIST106.10,SOCIOLOGY,UNDERGRADUATE,2,2
HIST106.10,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,2
HIST106.11,ECONOMICS,UNDERGRADUATE,2,3
HIST106.11,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4
HIST106.11,HISTORY,UNDERGRADUATE,4,3
HIST106.11,LINGUISTICS,UNDERGRADUATE,3,4
HIST106.11,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,3
HIST106.11,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.11,PSYCHOLOGY,UNDERGRADUATE,8,9
HIST106.11,SOCIOLOGY,UNDERGRADUATE,2,3
HIST106.11,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3
HIST106.12,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,5,5
HIST106.12,HISTORY,UNDERGRADUATE,6,4
HIST106.12,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.12,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.12,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.12,PSYCHOLOGY,UNDERGRADUATE,8,11
HIST106.12,SOCIOLOGY,UNDERGRADUATE,2,3
HIST106.12,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2
HIST106.13,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4
HIST106.13,HISTORY,UNDERGRADUATE,6,5
HIST106.13,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.13,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.13,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2
HIST106.13,PSYCHOLOGY,UNDERGRADUATE,8,11
HIST106.13,SOCIOLOGY,UNDERGRADUATE,3,3
HIST106.14,ECONOMICS,UNDERGRADUATE,2,3
HIST106.14,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4
HIST106.14,HISTORY,UNDERGRADUATE,3,4
HIST106.14,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.14,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.14,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5
HIST106.14,PSYCHOLOGY,UNDERGRADUATE,8,9
HIST106.14,SOCIOLOGY,UNDERGRADUATE,3,3
HIST106.15,ECONOMICS,UNDERGRADUATE,2,2
HIST106.15,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4
HIST106.15,HISTORY,UNDERGRADUATE,6,11
HIST106.15,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.15,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2
HIST106.15,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5
HIST106.15,PSYCHOLOGY,UNDERGRADUATE,8,8
HIST106.16,CIVIL ENGINEERING,UNDERGRADUATE,3,3
HIST106.16,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3
HIST106.16,HISTORY,UNDERGRADUATE,6,7
HIST106.16,LINGUISTICS,UNDERGRADUATE,4,4
HIST106.16,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5
HIST106.16,PSYCHOLOGY,UNDERGRADUATE,8,8
HIST106.17,CIVIL ENGINEERING,UNDERGRADUATE,3,3
HIST106.17,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,5
HIST106.17,HISTORY,UNDERGRADUATE,6,6
HIST106.17,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.17,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,6
HIST106.17,PSYCHOLOGY,UNDERGRADUATE,8,10
HIST106.18,CIVIL ENGINEERING,UNDERGRADUATE,3,3
HIST106.18,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4
HIST106.18,HISTORY,UNDERGRADUATE,6,9
HIST106.18,LINGUISTICS,UNDERGRADUATE,3,3
HIST106.18,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,5
HIST106.18,PSYCHOLOGY,UNDERGRADUATE,8,8
HIST203.01,ALL,ALL,30,31
HIST203.01,HISTORY,ALL,10,12
HIST210.01,HISTORY,UNDERGRADUATE,30,44
HIST210.02,HISTORY,UNDERGRADUATE,30,37
HIST222.01,ALL,ALL,Consent Of Instructor,93
HIST242.01,ALL,ALL,Consent Of Instructor,10
HIST242.01,HISTORY,ALL,Unlimited,82
HIST322.01,ALL,ALL,Consent Of Instructor,131
HIST322.01,HISTORY,ALL,30,45
HIST334.01,ALL,ALL,25,25
HIST336.01,HISTORY,ALL,Unlimited,44
HIST344.01,ALL,ALL,20,19
HIST344.01,HISTORY,ALL,5,5
HIST351.01,HISTORY,ALL,Unlimited,32
HIST353.01,ALL,ALL,25,33
HIST354.01,HISTORY,ALL,50,28
HIST354.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,ALL,5,2
HIST354.01,PSYCHOLOGY,ALL,5,5
HIST354.01,SOCIOLOGY,ALL,5,7
HIST354.01,WESTERN LANGUAGES & LITERATURES,ALL,10,10
HIST402.01,ECONOMICS,UNDERGRADUATE,5,0
HIST402.01,HISTORY,UNDERGRADUATE,Unlimited,64
HIST402.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,5,1
HIST402.01,SOCIOLOGY,UNDERGRADUATE,5,5
HIST432.01,ALL,ALL,Consent Of Instructor,34
HIST434.01,ALL,ALL,Consent Of Instructor,46
HIST438.01,ALL,ALL,40,44
HIST483.01,ALL,ALL,Consent Of Instructor,18
HIST495.01,ALL,ALL,Consent Of Instructor,2
HIST495.02,ALL,ALL,Consent Of Instructor,0
HIST495.03,ALL,ALL,Consent Of Instructor,2
HIST495.05,HISTORY,UNDERGRADUATE,15,7
HIST495.06,ALL,ALL,Consent Of Instructor,1
HIST496.01,ALL,ALL,Consent Of Instructor,15
HIST496.02,ALL,ALL,Consent Of Instructor,0
HIST496.03,ALL,ALL,Consent Of Instructor,0
HIST496.04,ALL,ALL,Consent Of Instructor,1
HIST496.05,HISTORY,UNDERGRADUATE,15,8
HIST496.06,ALL,ALL,Consent Of Instructor,12
HIST497.01,ALL,ALL,60,23
HIST498.01,ALL,ALL,Consent Of Instructor,3
HIST49Z.01,ALL,ALL,Consent Of Instructor,0
HIST502.01,HISTORY,ALL,Unlimited,12
HIST521.01,ALL,ALL,Consent Of Instructor,11
HIST552.01,ALL,ALL,Consent Of Instructor,7
HIST559.01,ALL,ALL,6,7
HIST572.01,ALL,ALL,Consent Of Instructor,0
HIST574.01,ALL,ALL,Consent Of Instructor,2
HIST579.01,ALL,ALL,Consent Of Instructor,0
HIST585.01,ALL,ALL,Consent Of Instructor,6
HIST58L.01,ALL,ALL,Consent Of Instructor,1
HIST58P.01,ALL,ALL,Consent Of Instructor,1
HIST58T.01,ALL,ALL,Consent Of Instructor,3
HIST58X.01,ALL,ALL,Consent Of Instructor,1
HIST58Z.01,ALL,ALL,Consent Of Instructor,3
HIST598.01,ALL,ALL,Consent Of Instructor,4
HIST59A.01,ALL,ALL,Consent Of Instructor,4
HIST59B.01,ALL,ALL,15,11
HIST59C.01,ALL,ALL,Unlimited,10
HIST683.01,ALL,ALL,Consent Of Instructor,1
HIST684.01,ALL,ALL,Consent Of Instructor,1
HIST690.01,ALL,ALL,Consent Of Instructor,1
HIST690.04,ALL,ALL,Consent Of Instructor,3
HIST690.05,ALL,ALL,Consent Of Instructor,1
HIST690.06,ALL,ALL,Consent Of Instructor,2
HIST690.07,ALL,ALL,Consent Of Instructor,1
HIST690.08,ALL,ALL,Consent Of Instructor,2
HIST690.09,ALL,ALL,Consent Of Instructor,4
HIST690.10,ALL,ALL,Consent Of Instructor,3
HIST690.12,ALL,ALL,Consent Of Instructor,3
HIST690.13,ALL,ALL,Consent Of Instructor,5
HIST690.14,ALL,ALL,Consent Of Instructor,5
HIST690.15,ALL,ALL,Consent Of Instructor,2
HIST690.16,ALL,ALL,Consent Of Instructor,0
HIST690.17,ALL,ALL,Consent Of Instructor,0
HIST690.19,ALL,ALL,Consent Of Instructor,10
HIST690.20,ALL,ALL,Consent Of Instructor,0
HIST690.21,ALL,ALL,Consent Of Instructor,0
HIST700.01,ALL,ALL,Consent Of Instructor,1
HIST790.01,ALL,ALL,Consent Of Instructor,4
HIST790.04,ALL,ALL,Consent Of Instructor,1
HIST790.05,ALL,ALL,Consent Of Instructor,1
HIST790.06,ALL,ALL,Consent Of Instructor,1
HIST790.07,ALL,ALL,Consent Of Instructor,0
HIST790.08,ALL,ALL,Consent Of Instructor,2
HIST790.09,ALL,ALL,Consent Of Instructor,5
HIST790.11,ALL,ALL,Consent Of Instructor,1
HIST790.12,ALL,ALL,Consent Of Instructor,0
HIST790.13,ALL,ALL,Consent Of Instructor,0
HIST790.14,ALL,ALL,Consent Of Instructor,0
HIST790.15,ALL,ALL,Consent Of Instructor,1
LAT 112.01,ALL,ALL,20,13
LAT 212.01,ALL,ALL,10,6
HUM 102.01,CIVIL ENGINEERING,ALL,2,4
HUM 102.01,ECONOMICS,ALL,1,1
