Code,Department,Status,Quota,Current Quota,Availability
LING314.02,LINGUISTICS,ALL,20,32,Try to get consent
LING314.02,LINGUISTICS,ALL,35,12,Available
LING330.01,ALL,ALL,Consent Of Instructor,2,Available
LING330.01,LINGUISTICS,ALL,10,38,Try to get consent
LING330.01,LINGUISTICS,ALL,10,9,Available
LING350.01,ALL,ALL,0,0,Full
LING360.01,ALL,ALL,Consent Of Instructor,11,Available
LING360.01,LINGUISTICS,ALL,10,17,Try to get consent
LING360.01,LINGUISTICS,ALL,15,12,Available
LING409.01,ALL,ALL,Consent Of Instructor,2,Available
LING409.01,LINGUISTICS,ALL,10,19,Try to get consent
LING409.01,LINGUISTICS,ALL,15,14,Available
LING412.01,ALL,ALL,Consent Of Instructor,7,Available
LING412.02,ALL,ALL,Consent Of Instructor,0,Available
LING412.03,ALL,ALL,Consent Of Instructor,2,Available
LING412.04,ALL,ALL,Consent Of Instructor,3,Available
LING412.05,ALL,ALL,Consent Of Instructor,2,Available
LING412.06,ALL,ALL,Consent Of Instructor,0,Available
LING412.07,ALL,ALL,Consent Of Instructor,6,Available
LING412.08,ALL,ALL,Consent Of Instructor,6,Available
LING412.09,ALL,ALL,Consent Of Instructor,5,Available
LING412.10,ALL,ALL,Consent Of Instructor,0,Available
LING412.11,ALL,ALL,Consent Of Instructor,0,Available
LING412.12,ALL,ALL,Consent Of Instructor,0,Available
LING48K.01,ALL,ALL,10,5,Available
LING48K.01,LINGUISTICS,ALL,3,3,Full
LING48K.01,LINGUISTICS,ALL,7,1,Available
LING48N.01,ALL,ALL,Consent Of Instructor,32,Available
LING48U.01,ALL,ALL,Consent Of Instructor,18,Available
LING48U.01,LINGUISTICS,ALL,10,28,Try to get consent
LING48U.01,LINGUISTICS,ALL,15,18,Try to get consent
LING501.01,ALL,ALL,Consent Of Instructor,0,Available
LING512.01,ALL,ALL,Consent Of Instructor,1,Available
LING553.01,ALL,ALL,Consent Of Instructor,4,Available
LING570.01,ALL,ALL,Consent Of Instructor,0,Available
LING570.02,ALL,ALL,Consent Of Instructor,0,Available
LING570.03,ALL,ALL,Consent Of Instructor,0,Available
LING570.04,ALL,ALL,Consent Of Instructor,0,Available
LING570.05,ALL,ALL,Consent Of Instructor,0,Available
LING570.06,ALL,ALL,Consent Of Instructor,2,Available
LING570.07,ALL,ALL,Consent Of Instructor,0,Available
LING570.08,ALL,ALL,Consent Of Instructor,0,Available
LING570.09,ALL,ALL,Consent Of Instructor,1,Available
LING572.01,ALL,ALL,Consent Of Instructor,0,Available
LING572.02,ALL,ALL,Consent Of Instructor,0,Available
LING572.03,ALL,ALL,Consent Of Instructor,0,Available
LING572.04,ALL,ALL,Consent Of Instructor,2,Available
LING572.05,ALL,ALL,Consent Of Instructor,0,Available
LING572.06,ALL,ALL,Consent Of Instructor,1,Available
LING572.07,ALL,ALL,Consent Of Instructor,1,Available
LING572.08,ALL,ALL,Consent Of Instructor,1,Available
LING572.09,ALL,ALL,Consent Of Instructor,0,Available
LING582.01,ALL,ALL,Consent Of Instructor,5,Available
LING58C.01,ALL,ALL,Consent Of Instructor,2,Available
LING58E.01,ALL,ALL,Consent Of Instructor,0,Available
LING612.01,ALL,ALL,Consent Of Instructor,1,Available
LING690.01,ALL,ALL,Consent Of Instructor,0,Available
LING690.02,ALL,ALL,Consent Of Instructor,0,Available
LING690.03,ALL,ALL,Consent Of Instructor,4,Available
LING690.04,ALL,ALL,Consent Of Instructor,1,Available
LING690.05,ALL,ALL,Consent Of Instructor,1,Available
LING690.06,ALL,ALL,Consent Of Instructor,4,Available
LING690.07,ALL,ALL,Consent Of Instructor,3,Available
LING690.08,ALL,ALL,Consent Of Instructor,3,Available
LING690.09,ALL,ALL,Consent Of Instructor,5,Available
LING790.01,ALL,ALL,Consent Of Instructor,1,Available
LING790.02,ALL,ALL,Consent Of Instructor,0,Available
LING790.03,ALL,ALL,Consent Of Instructor,0,Available
TID 101.01,ALL,ALL,12,32,Try to get consent
TID 101.01,LINGUISTICS,ALL,8,3,Available
TID 102.01,ALL,ALL,7,20,Try to get consent
TID 102.01,LINGUISTICS,ALL,8,6,Available
AD 102.01,MANAGEMENT,UNDERGRADUATE,100,77,Available
AD 131.01,MANAGEMENT,UNDERGRADUATE,120,85,Available
AD 204.01,MANAGEMENT,UNDERGRADUATE,40,46,Try to get consent
AD 204.02,MANAGEMENT,UNDERGRADUATE,40,39,Available
AD 204.03,MANAGEMENT,UNDERGRADUATE,40,43,Try to get consent
AD 211.01,ECONOMICS,UNDERGRADUATE,50,58,Try to get consent
AD 214.01,MANAGEMENT,UNDERGRADUATE,80,57,Available
AD 214.02,MANAGEMENT,UNDERGRADUATE,80,86,Try to get consent
AD 231.01,MANAGEMENT,UNDERGRADUATE,100,150,Try to get consent
AD 242.01,MANAGEMENT,UNDERGRADUATE,60,74,Try to get consent
AD 242.02,MANAGEMENT,UNDERGRADUATE,60,82,Try to get consent
AD 252.01,MANAGEMENT,UNDERGRADUATE,60,39,Available
AD 252.02,MANAGEMENT,UNDERGRADUATE,60,79,Try to get consent
AD 302.01,MANAGEMENT,UNDERGRADUATE,60,58,Available
AD 311.01,MANAGEMENT,UNDERGRADUATE,60,40,Available
AD 312.01,MANAGEMENT,UNDERGRADUATE,60,75,Try to get consent
AD 312.02,MANAGEMENT,UNDERGRADUATE,60,41,Available
AD 314.01,MANAGEMENT,UNDERGRADUATE,40,17,Available
AD 351.01,MANAGEMENT,UNDERGRADUATE,60,52,Available
AD 353.01,MANAGEMENT,UNDERGRADUATE,60,66,Try to get consent
AD 401.01,MANAGEMENT,UNDERGRADUATE,60,58,Available
AD 408.01,MANAGEMENT,UNDERGRADUATE,60,61,Try to get consent
AD 409.01,MANAGEMENT,UNDERGRADUATE,60,60,Full
AD 410.01,MANAGEMENT,UNDERGRADUATE,25,11,Available
AD 411.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,33,Available
AD 413.01,MANAGEMENT,UNDERGRADUATE,40,13,Available
AD 418.01,MANAGEMENT,UNDERGRADUATE,40,18,Available
AD 424.01,MANAGEMENT,UNDERGRADUATE,25,25,Full
AD 430.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,60,Available
AD 433.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,78,Available
AD 452.01,MANAGEMENT,UNDERGRADUATE,60,41,Available
AD 454.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,4,Available
AD 460.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,58,Available
AD 462.01,MANAGEMENT,UNDERGRADUATE,40,35,Available
AD 469.01,MANAGEMENT,UNDERGRADUATE,40,27,Available
AD 472.01,MANAGEMENT,UNDERGRADUATE,40,32,Available
AD 477.01,MANAGEMENT,UNDERGRADUATE,40,14,Available
AD 487.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,43,Available
AD 48B.01,ALL,UNDERGRADUATE,15,46,Try to get consent
AD 48B.01,MANAGEMENT,UNDERGRADUATE,20,44,Try to get consent
AD 48C.01,ALL,ALL,Consent Of Instructor,36,Available
AD 48D.01,MANAGEMENT,UNDERGRADUATE,40,23,Available
AD 497.01,MANAGEMENT,UNDERGRADUATE,60,49,Available
AD 49B.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,59,Available
AD 516.01,MANAGEMENT,UNDERGRADUATE,Consent Of Instructor,3,Available
AD 547.01,ALL,ALL,0,0,Full
AD 584.01,ALL,ALL,0,0,Full
AD 644.01,ALL,ALL,Consent Of Instructor,0,Available
MIS 112.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,71,Available
MIS 116.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,74,Available
MIS 132.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,87,Available
MIS 134.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,60,46,Available
MIS 134.02,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,50,38,Available
MIS 144.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,104,Available
MIS 212.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,91,Available
MIS 224.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,101,Available
MIS 228.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,107,Available
MIS 252.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,99,Available
MIS 316.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,86,Available
MIS 326.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,89,Available
MIS 336.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,91,Available
MIS 344.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,105,Available
MIS 346.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,80,Available
MIS 400.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,47,Available
MIS 422.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,68,Available
MIS 432.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,79,Available
MIS 459.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,26,Available
MIS 482.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,27,Available
MIS 492.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0,Available
MIS 492.03,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,12,Available
MIS 492.04,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,4,Available
MIS 492.05,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0,Available
MIS 492.06,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0,Available
MIS 492.07,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,2,Available
MIS 492.08,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,8,Available
MIS 492.09,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,2,Available
MIS 492.11,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0,Available
MIS 492.12,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,3,Available
MIS 492.13,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,8,Available
MIS 492.14,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Consent Of Instructor,0,Available
MIS 492.15,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,Unlimited,20,Available
MIS 49M.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,32,Try to get consent
MIS 49Y.01,MANAGEMENT INFORMATION SYSTEMS,UNDERGRADUATE,30,27,Available
MIS 577.03,ALL,ALL,Consent Of Instructor,0,Available
MATH101.01,ALL,ALL,250,195,Available
MATH101.02,ALL,ALL,250,199,Available
MATH102.01,ALL,ALL,250,325,Try to get consent
MATH102.02,ALL,ALL,250,250,Full
MATH102.03,ALL,ALL,250,216,Available
MATH102.04,ALL,ALL,250,228,Available
MATH102.05,ALL,ALL,250,102,Available
MATH106.01,ALL,ALL,250,239,Available
MATH106.02,ALL,ALL,250,202,Available
MATH111.01,ALL,ALL,Unlimited,105,Available
MATH131.01,ALL,ALL,Unlimited,23,Available
MATH132.01,ALL,ALL,Unlimited,79,Available
MATH162.01,ALL,ALL,60,64,Try to get consent
MATH162.02,ALL,ALL,60,60,Full
MATH201.01,ALL,ALL,300,308,Try to get consent
MATH201.02,ALL,ALL,3000,294,Available
MATH202.01,ALL,ALL,285,283,Available
MATH202.02,ALL,ALL,285,275,Available
MATH221.01,ALL,ALL,Unlimited,43,Available
MATH222.01,ALL,ALL,65,64,Available
MATH222.02,ALL,ALL,65,57,Available
MATH231.01,ALL,ALL,Unlimited,72,Available
MATH234.01,ALL,ALL,Unlimited,102,Available
MATH324.01,ALL,ALL,20,25,Try to get consent
MATH338.01,ALL,ALL,Unlimited,107,Available
MATH401.01,ALL,ALL,Consent Of Instructor,64,Available
MATH433.01,ALL,ALL,25,19,Available
MATH436.01,ALL,ALL,Consent Of Instructor,11,Available
MATH462.01,ALL,ALL,50,83,Try to get consent
MATH48B.01,ALL,ALL,Consent Of Instructor,16,Available
MATH490.01,ALL,ALL,Consent Of Instructor,0,Available
MATH490.02,ALL,ALL,Consent Of Instructor,0,Available
MATH490.03,ALL,ALL,Consent Of Instructor,0,Available
MATH490.04,ALL,ALL,Consent Of Instructor,1,Available
MATH490.05,ALL,ALL,Consent Of Instructor,4,Available
MATH490.06,ALL,ALL,Consent Of Instructor,3,Available
MATH490.07,ALL,ALL,Consent Of Instructor,3,Available
MATH490.08,ALL,ALL,Consent Of Instructor,2,Available
MATH499.01,ALL,ALL,Consent Of Instructor,1,Available
MATH522.01,ALL,ALL,Unlimited,8,Available
MATH528.01,ALL,ALL,Consent Of Instructor,0,Available
MATH532.01,ALL,ALL,Unlimited,7,Available
MATH551.01,ALL,ALL,Consent Of Instructor,8,Available
MATH572.01,ALL,ALL,Consent Of Instructor,7,Available
MATH577.01,ALL,ALL,Consent Of Instructor,4,Available
MATH579.01,ALL,ALL,Consent Of Instructor,3,Available
MATH585.01,ALL,ALL,Consent Of Instructor,1,Available
MATH587.01,ALL,ALL,Consent Of Instructor,3,Available
MATH58C.01,ALL,ALL,Consent Of Instructor,2,Available
MATH58K.01,ALL,ALL,Consent Of Instructor,7,Available
MATH58T.01,ALL,ALL,Consent Of Instructor,3,Available
MATH590.01,ALL,ALL,Consent Of Instructor,3,Available
MATH690.01,ALL,ALL,Consent Of Instructor,2,Available
MATH690.02,ALL,ALL,Consent Of Instructor,2,Available
MATH690.03,ALL,ALL,Consent Of Instructor,1,Available
MATH690.04,ALL,ALL,Consent Of Instructor,1,Available
MATH690.05,ALL,ALL,Consent Of Instructor,2,Available
MATH690.06,ALL,ALL,Consent Of Instructor,2,Available
MATH690.07,ALL,ALL,Consent Of Instructor,0,Available
MATH690.08,ALL,ALL,Consent Of Instructor,0,Available
MATH700.01,ALL,ALL,Consent Of Instructor,1,Available
MATH790.01,ALL,ALL,Consent Of Instructor,2,Available
MATH790.02,ALL,ALL,Consent Of Instructor,0,Available
MATH790.03,ALL,ALL,Consent Of Instructor,2,Available
SCED120.01,UNDERGRADUATE PROGRAM IN MATHEMATICS EDUCATION,ALL,Unlimited,37,Available
SCED240.01,ALL,ALL,30,51,Try to get consent
SCED282.01,ALL,ALL,25,25,Full
SCED282.02,ALL,ALL,25,23,Available
SCED282.03,ALL,ALL,25,23,Available
SCED282.04,ALL,ALL,25,23,Available
SCED282.05,ALL,ALL,25,0,Available
SCED282.06,ALL,ALL,30,10,Available
SCED320.01,ALL,ALL,Consent Of Instructor,9,Available
SCED330.01,ALL,ALL,50,47,Available
SCED342.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,18,12,Available
SCED342.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,18,15,Available
SCED348.01,ALL,ALL,Unlimited,13,Available
SCED348.02,ALL,ALL,Unlimited,69,Available
SCED352.01,ALL,ALL,Consent Of Instructor,7,Available
SCED352.01,TEACHING MATHEMATICS PR.,ALL,30,18,Available
SCED354.01,ALL,ALL,30,29,Available
SCED354.02,ALL,ALL,30,31,Try to get consent
SCED362.01,ALL,ALL,25,21,Available
SCED362.02,ALL,ALL,25,33,Try to get consent
SCED370.01,ALL,ALL,30,20,Available
SCED370.02,ALL,ALL,30,31,Try to get consent
SCED370.03,ALL,ALL,30,30,Full
SCED370.04,ALL,ALL,30,18,Available
SCED372.01,ALL,ALL,15,23,Try to get consent
SCED372.02,ALL,ALL,15,28,Try to get consent
SCED414.01,ALL,ALL,Consent Of Instructor,10,Available
SCED416.01,ALL,ALL,Consent Of Instructor,17,Available
SCED416.02,ALL,ALL,17,14,Available
SCED416.03,ALL,ALL,17,19,Try to get consent
SCED418.01,ALL,ALL,Consent Of Instructor,7,Available
SCED422.01,ALL,ALL,Consent Of Instructor,10,Available
SCED432.01,ALL,ALL,Consent Of Instructor,12,Available
SCED432.02,ALL,ALL,Consent Of Instructor,12,Available
SCED432.03,ALL,ALL,Consent Of Instructor,11,Available
SCED432.04,ALL,ALL,Consent Of Instructor,12,Available
SCED432.05,ALL,ALL,Consent Of Instructor,9,Available
SCED442.01,ALL,ALL,Consent Of Instructor,7,Available
SCED444.01,ALL,ALL,25,28,Try to get consent
SCED444.02,ALL,ALL,25,22,Available
SCED444.03,ALL,ALL,30,2,Available
SCED462.01,ALL,ALL,Consent Of Instructor,13,Available
SCED462.02,ALL,ALL,Consent Of Instructor,10,Available
SCED464.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,Consent Of Instructor,12,Available
SCED464.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,ALL,Consent Of Instructor,10,Available
SCED48E.01,ALL,ALL,Consent Of Instructor,22,Available
SCED48G.01,ALL,ALL,Consent Of Instructor,3,Available
SCED544.01,ALL,ALL,Consent Of Instructor,20,Available
SCED571.01,ALL,ALL,Consent Of Instructor,7,Available
SCED572.01,ALL,ALL,Consent Of Instructor,14,Available
SCED576.01,ALL,ALL,Consent Of Instructor,9,Available
SCED579.01,ALL,ALL,Consent Of Instructor,17,Available
SCED58G.01,ALL,ALL,Consent Of Instructor,0,Available
SCED598.01,ALL,ALL,Consent Of Instructor,3,Available
SCED612.01,ALL,ALL,Consent Of Instructor,2,Available
SCED652.01,ALL,ALL,Consent Of Instructor,4,Available
SCED668.01,ALL,ALL,Consent Of Instructor,0,Available
SCED68C.01,ALL,ALL,Consent Of Instructor,3,Available
SCED690.01,ALL,ALL,Consent Of Instructor,0,Available
SCED690.02,ALL,ALL,Consent Of Instructor,3,Available
SCED690.03,ALL,ALL,Consent Of Instructor,1,Available
SCED690.04,ALL,ALL,Consent Of Instructor,2,Available
SCED690.05,ALL,ALL,Consent Of Instructor,4,Available
SCED690.06,ALL,ALL,Consent Of Instructor,0,Available
SCED690.07,ALL,ALL,Consent Of Instructor,5,Available
SCED690.08,ALL,ALL,Consent Of Instructor,7,Available
SCED690.09,ALL,ALL,Consent Of Instructor,4,Available
SCED690.10,ALL,ALL,Consent Of Instructor,8,Available
SCED690.11,ALL,ALL,Consent Of Instructor,1,Available
SCED690.12,ALL,ALL,Consent Of Instructor,1,Available
SCED690.13,ALL,ALL,Consent Of Instructor,3,Available
SCED690.14,ALL,ALL,Consent Of Instructor,0,Available
SCED690.15,ALL,ALL,Consent Of Instructor,0,Available
SCED690.16,ALL,ALL,Consent Of Instructor,3,Available
SCED690.17,ALL,ALL,Consent Of Instructor,7,Available
SCED690.18,ALL,ALL,Consent Of Instructor,0,Available
SCED690.19,ALL,ALL,Consent Of Instructor,0,Available
SCED700.01,ALL,ALL,Consent Of Instructor,2,Available
SCED790.01,ALL,ALL,Consent Of Instructor,1,Available
SCED790.02,ALL,ALL,Consent Of Instructor,5,Available
ME 120.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,88,Available
ME 210.01,ALL,ALL,Consent Of Instructor,6,Available
ME 210.01,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,65,Available
ME 212.01,ALL,ALL,Consent Of Instructor,1,Available
ME 212.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,78,Available
ME 242.01,ALL,ALL,Consent Of Instructor,3,Available
ME 242.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,81,Available
ME 244.01,ALL,UNDERGRADUATE,Consent Of Instructor,0,Available
ME 244.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,86,Available
ME 263.01,ALL,ALL,Consent Of Instructor,1,Available
ME 263.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,70,Available
ME 303.01,ALL,UNDERGRADUATE,Consent Of Instructor,1,Available
ME 303.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,10,Available
ME 304.01,ALL,ALL,Consent Of Instructor,0,Available
ME 304.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,54,Available
ME 318.01,ALL,ALL,Consent Of Instructor,0,Available
ME 318.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,61,Available
ME 335.01,ALL,ALL,Consent Of Instructor,1,Available
ME 335.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,57,Available
ME 362.01,ALL,ALL,Consent Of Instructor,2,Available
ME 362.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,77,Available
ME 400.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,36,Available
ME 425.01,ALL,ALL,Consent Of Instructor,3,Available
ME 425.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,48,Available
ME 429.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Consent Of Instructor,16,Available
ME 430.01,ALL,ALL,Consent Of Instructor,0,Available
ME 430.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,40,Available
ME 455.01,ALL,ALL,Consent Of Instructor,1,Available
ME 455.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,33,Available
ME 474.01,ALL,ALL,Consent Of Instructor,1,Available
ME 474.01,MECHANICAL ENGINEERING,UNDERGRADUATE,50,19,Available
ME 492.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,35,Available
ME 492.02,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,16,Available
ME 502.01,ALL,ALL,Consent Of Instructor,5,Available
ME 512.01,ALL,ALL,Consent Of Instructor,0,Available
ME 521.01,ALL,ALL,Consent Of Instructor,3,Available
ME 530.01,ALL,ALL,Consent Of Instructor,0,Available
ME 58G.01,ALL,ALL,Consent Of Instructor,13,Available
ME 610.01,ALL,ALL,Consent Of Instructor,3,Available
ME 613.01,ALL,ALL,Consent Of Instructor,1,Available
ME 632.01,ALL,ALL,Consent Of Instructor,0,Available
ME 662.01,ALL,ALL,Consent Of Instructor,0,Available
ME 663.01,ALL,ALL,Consent Of Instructor,0,Available
ME 700.01,ALL,ALL,Consent Of Instructor,0,Available
MECA579.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1,Available
MECA593.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1,Available
MECA594.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1,Available
MECA690.01,MECHATRONICS ENGINEERING (WITH THESIS),ALL,Unlimited,1,Available
MECA501.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7,Available
MECA504.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7,Available
MECA514.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,3,Available
MECA522.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,7,Available
MECA587.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,6,Available
MECA590.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,2,Available
MECA591.01,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,1,Available
MECA591.02,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,1,Available
MECA591.03,MECHATRONICS ENGINEERING (WITHOUT THESIS),ALL,Unlimited,0,Available
BIO 101.01,CHEMISTRY,UNDERGRADUATE,Unlimited,46,Available
BIO 101.01,INTEGRATED BS&MS PROGRAM IN TEACHING CHEMISTRY,UNDERGRADUATE,Unlimited,17,Available
BIO 101.01,MATHEMATICS,UNDERGRADUATE,Unlimited,25,Available
BIO 101.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,Unlimited,17,Available
BIO 101.01,PHYSICS,UNDERGRADUATE,Unlimited,22,Available
BIO 101.01,TEACHING CHEMISTRY,UNDERGRADUATE,Unlimited,18,Available
BIO 101.01,TEACHING CHEMISTRY PR.,UNDERGRADUATE,Unlimited,20,Available
BIO 101.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,Unlimited,18,Available
BIO 101.02,ALL,ALL,Consent Of Instructor,0,Available
BIO 102.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,50,41,Available
BIO 102.01,MOLECULAR BIOLOGY & GENETICS,YANDAL,Unlimited,1,Available
BIO 102.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,25,10,Available
BIO 102.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,50,50,Full
BIO 102.02,MOLECULAR BIOLOGY & GENETICS,YANDAL,Unlimited,0,Available
BIO 102.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,25,25,Full
BIO 106.01,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,30,30,Full
BIO 106.01,MOLECULAR BIOLOGY & GENETICS,YANDAL,5,0,Available
BIO 106.01,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,10,3,Available
BIO 106.02,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,60,58,Available
BIO 106.02,MOLECULAR BIOLOGY & GENETICS,YANDAL,10,0,Available
BIO 106.02,UNDERGRADUATE PROGRAM IN SCIENCE EDUCATION,UNDERGRADUATE,20,19,Available
BIO 121.01,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,5,Available
BIO 121.01,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,3,Available
BIO 121.01,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,7,Available
BIO 121.01,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,29,Available
BIO 121.01,HISTORY,UNDERGRADUATE,Unlimited,10,Available
BIO 121.01,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,2,Available
BIO 121.01,LINGUISTICS,UNDERGRADUATE,Unlimited,1,Available
BIO 121.01,LINGUISTICS,UNDERGRADUATE,Unlimited,4,Available
BIO 121.01,MECHANICAL ENGINEERING,UNDERGRADUATE,Unlimited,0,Available
BIO 121.01,PHILOSOPHY,UNDERGRADUATE,Unlimited,8,Available
BIO 121.01,SOCIOLOGY,UNDERGRADUATE,Unlimited,4,Available
BIO 121.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,3,Available
BIO 121.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,Unlimited,19,Available
BIO 121.01,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,Unlimited,8,Available
BIO 121.01,WESTERN LANGUAGES & LITERATURES,UNDERGRADUATE,Unlimited,7,Available
BIO 121.02,CHEMICAL ENGINEERING,UNDERGRADUATE,Unlimited,1,Available
BIO 121.02,CIVIL ENGINEERING,UNDERGRADUATE,Unlimited,3,Available
BIO 121.02,COMPUTER ENGINEERING,UNDERGRADUATE,Unlimited,6,Available
BIO 121.02,ELECTRICAL & ELECTRONICS ENGINEERING,UNDERGRADUATE,Unlimited,3,Available
BIO 121.02,HISTORY,UNDERGRADUATE,Unlimited,8,Available
BIO 121.02,INDUSTRIAL ENGINEERING,UNDERGRADUATE,Unlimited,2,Available
