Code,Department,Status,Quota,Current Quota,Availability
ESC 690.25,ALL,ALL,Consent Of Instructor,6,Available
ESC 700.01,ALL,ALL,Consent Of Instructor,6,Available
ESC 790.03,ALL,ALL,Consent Of Instructor,2,Available
ESC 790.05,ALL,ALL,Consent Of Instructor,4,Available
ESC 790.09,ALL,ALL,Consent Of Instructor,4,Available
ESC 790.10,ALL,ALL,Consent Of Instructor,5,Available
ESC 790.11,ALL,ALL,Consent Of Instructor,1,Available
ESC 790.12,ALL,ALL,Consent Of Instructor,3,Available
ESC 790.13,ALL,ALL,Consent Of Instructor,2,Available
ESC 790.14,ALL,ALL,Consent Of Instructor,0,Available
ESC 790.15,ALL,ALL,Consent Of Instructor,1,Available
ESC 790.16,ALL,ALL,Consent Of Instructor,5,Available
ESC 790.17,ALL,ALL,Consent Of Instructor,3,Available
ESC 790.18,ALL,ALL,Consent Of Instructor,3,Available
ESC 790.19,ALL,ALL,Consent Of Instructor,0,Available
ESC 790.20,ALL,ALL,Consent Of Instructor,1,Available
ESC 790.21,ALL,ALL,Consent Of Instructor,0,Available
ESC 790.22,ALL,ALL,Consent Of Instructor,0,Available
ESC 790.24,ALL,ALL,Consent Of Instructor,1,Available
ESC 790.25,ALL,ALL,Consent Of Instructor,1,Available
ESC 504.01,ALL,ALL,Consent Of Instructor,2,Available
ESC 514.01,ALL,ALL,Consent Of Instructor,3,Available
ESC 517.01,ALL,ALL,Consent Of Instructor,1,Available
ESC 521.01,ALL,ALL,Consent Of Instructor,0,Available
ESC 536.01,ALL,ALL,Consent Of Instructor,0,Available
ESC 564.01,ALL,ALL,Consent Of Instructor,2,Available
ESC 632.01,ALL,ALL,Consent Of Instructor,1,Available
ADEX504.01,ALL,ALL,10,0,Available
ADEX504.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX507.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX508.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX509.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX511.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX514.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX515.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX517.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX521.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX528.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX534.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX537.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX537.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX540.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX550.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX557.01,ALL,ALL,17,0,Available
ADEX557.02,ALL,ALL,18,0,Available
ADEX559.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX560.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX572.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX573.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX58V.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX58Y.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX58Z.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.03,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.04,ALL,ALL,Consent Of Instructor,1,Available
ADEX593.06,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.07,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.08,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.09,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.10,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.12,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.14,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.15,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.16,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.17,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.18,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.20,ALL,ALL,Consent Of Instructor,0,Available
ADEX593.21,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.03,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.04,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.06,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.07,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.08,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.09,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.10,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.12,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.14,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.15,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.16,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.17,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.18,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.20,ALL,ALL,Consent Of Instructor,0,Available
ADEX594.21,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.03,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.04,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.06,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.07,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.08,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.09,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.10,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.12,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.14,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.15,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.16,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.17,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.18,ALL,ALL,Consent Of Instructor,0,Available
ADEX597.20,ALL,ALL,Consent Of Instructor,1,Available
ADEX597.21,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.01,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.02,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.03,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.04,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.06,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.07,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.08,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.09,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.10,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.12,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.14,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.15,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.16,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.17,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.18,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.20,ALL,ALL,Consent Of Instructor,0,Available
ADEX598.21,ALL,ALL,Consent Of Instructor,0,Available
PA 212.01,ALL,ALL,12,12,Full
PA 214.01,ALL,ALL,12,12,Full
PA 218.01,ALL,ALL,12,12,Full
PA 221.01,ALL,ALL,12,12,Full
PA 221.02,ALL,ALL,12,12,Full
PA 222.01,ALL,ALL,12,12,Full
PA 222.04,ALL,ALL,12,12,Full
PA 225.03,ALL,ALL,12,17,Try to get consent
PA 226.01,ALL,ALL,12,12,Full
PA 226.02,ALL,ALL,12,12,Full
PA 242.01,ALL,ALL,12,12,Full
PA 314.01,ALL,ALL,12,12,Full
PA 314.02,ALL,ALL,12,12,Full
PA 321.01,ALL,ALL,12,12,Full
PA 322.01,ALL,ALL,12,12,Full
PA 325.03,ALL,ALL,12,19,Try to get consent
PA 326.01,ALL,ALL,12,12,Full
PA 326.02,ALL,ALL,12,12,Full
PA 342.01,ALL,ALL,12,12,Full
PA 352.01,ALL,ALL,Consent Of Instructor,4,Available
PA 352.02,ALL,ALL,Consent Of Instructor,4,Available
PA 374.01,ALL,ALL,12,14,Try to get consent
PA 426.01,ALL,ALL,12,12,Full
FLED106.01,FOREIGN LANGUAGE EDUCATION,ALL,25,26,Try to get consent
FLED106.02,FOREIGN LANGUAGE EDUCATION,ALL,25,32,Try to get consent
FLED106.03,FOREIGN LANGUAGE EDUCATION,ALL,25,23,Available
FLED106.04,FOREIGN LANGUAGE EDUCATION,ALL,25,26,Try to get consent
FLED126.01,FOREIGN LANGUAGE EDUCATION,ALL,10,24,Try to get consent
FLED126.02,FOREIGN LANGUAGE EDUCATION,ALL,10,22,Try to get consent
FLED126.03,FOREIGN LANGUAGE EDUCATION,ALL,10,22,Try to get consent
FLED126.04,FOREIGN LANGUAGE EDUCATION,ALL,10,23,Try to get consent
FLED126.05,FOREIGN LANGUAGE EDUCATION,ALL,10,23,Try to get consent
FLED126.06,FOREIGN LANGUAGE EDUCATION,ALL,10,23,Try to get consent
FLED211.01,FOREIGN LANGUAGE EDUCATION,ALL,50,50,Full
FLED212.01,FOREIGN LANGUAGE EDUCATION,ALL,100,85,Available
FLED218.01,FOREIGN LANGUAGE EDUCATION,ALL,60,77,Try to get consent
FLED224.01,FOREIGN LANGUAGE EDUCATION,ALL,80,63,Available
FLED224.02,FOREIGN LANGUAGE EDUCATION,ALL,100,72,Available
FLED306.01,FOREIGN LANGUAGE EDUCATION,ALL,30,40,Try to get consent
FLED306.02,FOREIGN LANGUAGE EDUCATION,ALL,30,43,Try to get consent
FLED314.01,ALL,ALL,Unlimited,55,Available
FLED315.01,FOREIGN LANGUAGE EDUCATION,ALL,25,24,Available
FLED316.01,ALL,ALL,25,29,Try to get consent
FLED318.01,FOREIGN LANGUAGE EDUCATION,ALL,50,51,Try to get consent
FLED318.02,FOREIGN LANGUAGE EDUCATION,ALL,50,38,Available
FLED323.01,FOREIGN LANGUAGE EDUCATION,ALL,50,30,Available
FLED324.01,FOREIGN LANGUAGE EDUCATION,ALL,40,56,Try to get consent
FLED412.01,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED412.02,FOREIGN LANGUAGE EDUCATION,ALL,12,9,Available
FLED412.03,FOREIGN LANGUAGE EDUCATION,ALL,12,11,Available
FLED412.04,FOREIGN LANGUAGE EDUCATION,ALL,12,10,Available
FLED412.05,FOREIGN LANGUAGE EDUCATION,ALL,12,10,Available
FLED412.06,FOREIGN LANGUAGE EDUCATION,ALL,12,11,Available
FLED412.07,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED412.08,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED412.09,FOREIGN LANGUAGE EDUCATION,ALL,12,11,Available
FLED416.01,FOREIGN LANGUAGE EDUCATION,ALL,12,14,Try to get consent
FLED416.02,FOREIGN LANGUAGE EDUCATION,ALL,12,10,Available
FLED416.03,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED416.04,FOREIGN LANGUAGE EDUCATION,ALL,12,11,Available
FLED416.05,FOREIGN LANGUAGE EDUCATION,ALL,12,10,Available
FLED416.06,FOREIGN LANGUAGE EDUCATION,ALL,12,17,Try to get consent
FLED416.07,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED416.08,FOREIGN LANGUAGE EDUCATION,ALL,12,12,Full
FLED501.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,5,Available
FLED512.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,8,Available
FLED543.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,11,Available
FLED607.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,4,Available
FLED685.01,FOREIGN LANGUAGE EDUCATION,ALL,Unlimited,3,Available
FLED690.08,ALL,ALL,Consent Of Instructor,0,Available
FLED690.11,ALL,ALL,Consent Of Instructor,0,Available
FLED690.13,ALL,ALL,Consent Of Instructor,0,Available
FLED790.04,ALL,ALL,Consent Of Instructor,0,Available
FLED790.08,ALL,ALL,Consent Of Instructor,0,Available
GED 505.01,ALL,ALL,Consent Of Instructor,1,Available
GED 507.01,ALL,ALL,Consent Of Instructor,0,Available
GED 508.01,ALL,ALL,Consent Of Instructor,1,Available
GED 511.01,ALL,ALL,Consent Of Instructor,0,Available
GED 517.01,ALL,ALL,Consent Of Instructor,1,Available
GED 579.01,ALL,ALL,Consent Of Instructor,1,Available
GED 581.01,ALL,ALL,Consent Of Instructor,1,Available
GED 591.01,GEODESY,ALL,Consent Of Instructor,1,Available
GED 597.01,ALL,ALL,Consent Of Instructor,0,Available
GED 599.01,ALL,ALL,Consent Of Instructor,1,Available
GED 602.01,ALL,ALL,Consent Of Instructor,0,Available
GED 632.01,ALL,ALL,Consent Of Instructor,0,Available
GED 633.01,GEODESY,ALL,Consent Of Instructor,0,Available
GED 690.01,ALL,ALL,Consent Of Instructor,3,Available
GED 690.02,ALL,ALL,Consent Of Instructor,0,Available
GED 690.03,ALL,ALL,Consent Of Instructor,0,Available
GED 690.04,ALL,ALL,Consent Of Instructor,1,Available
GED 690.05,ALL,ALL,Consent Of Instructor,0,Available
GED 690.06,ALL,ALL,Consent Of Instructor,3,Available
GED 690.07,ALL,ALL,Consent Of Instructor,0,Available
GED 692.01,ALL,ALL,Consent Of Instructor,0,Available
GED 695.01,ALL,ALL,Consent Of Instructor,0,Available
GED 696.01,GEODESY,ALL,Consent Of Instructor,0,Available
GED 697.01,ALL,ALL,Consent Of Instructor,0,Available
GED 698.01,ALL,ALL,Consent Of Instructor,0,Available
GED 699.01,ALL,ALL,Consent Of Instructor,0,Available
GED 700.01,ALL,ALL,Consent Of Instructor,0,Available
GED 790.01,ALL,ALL,Consent Of Instructor,0,Available
GED 790.02,ALL,ALL,Consent Of Instructor,0,Available
GED 790.03,ALL,ALL,Consent Of Instructor,0,Available
GED 790.04,ALL,ALL,Consent Of Instructor,0,Available
GED 790.05,ALL,ALL,Consent Of Instructor,0,Available
GED 790.06,ALL,ALL,Consent Of Instructor,0,Available
GED 790.07,ALL,ALL,Consent Of Instructor,0,Available
GPH 507.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 520.01,ALL,ALL,Consent Of Instructor,1,Available
GPH 528.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 530.01,ALL,ALL,Consent Of Instructor,1,Available
GPH 540.01,ALL,ALL,Consent Of Instructor,1,Available
GPH 542.01,ALL,ALL,Consent Of Instructor,1,Available
GPH 543.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 598.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 630.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 690.02,ALL,ALL,Consent Of Instructor,1,Available
GPH 690.06,ALL,ALL,Consent Of Instructor,0,Available
GPH 690.07,ALL,ALL,Consent Of Instructor,3,Available
GPH 691.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 700.01,ALL,ALL,Consent Of Instructor,0,Available
GPH 790.02,ALL,ALL,Consent Of Instructor,0,Available
GPH 790.04,ALL,ALL,Consent Of Instructor,1,Available
GPH 790.06,ALL,ALL,Consent Of Instructor,0,Available
ED 101.01,ALL,ALL,Consent Of Instructor,17,Available
ED 104.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,73,Available
ED 132.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,76,Available
ED 200.01,ALL,ALL,Consent Of Instructor,106,Available
ED 203.01,ALL,ALL,Consent Of Instructor,26,Available
ED 206.01,ALL,ALL,10,13,Try to get consent
ED 206.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,20,21,Try to get consent
ED 208.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,70,54,Available
ED 226.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,64,Available
ED 252.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,63,Available
ED 300.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,15,21,Try to get consent
ED 306.01,ALL,ALL,Consent Of Instructor,17,Available
ED 306.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,32,Available
ED 311.01,ALL,ALL,Consent Of Instructor,11,Available
ED 319.01,ALL,ALL,Consent Of Instructor,26,Available
ED 330.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,30,30,Full
ED 330.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,30,28,Available
ED 342.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Consent Of Instructor,3,Available
ED 370.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,13,Available
ED 374.01,ALL,ALL,Consent Of Instructor,0,Available
ED 378.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Unlimited,66,Available
ED 417.01,ALL,ALL,Consent Of Instructor,24,Available
ED 431.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,ALL,Consent Of Instructor,22,Available
ED 434.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,14,22,Try to get consent
ED 434.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,15,14,Available
ED 434.03,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,12,20,Try to get consent
ED 436.01,ALL,ALL,Consent Of Instructor,28,Available
ED 442.01,ALL,ALL,Consent Of Instructor,17,Available
ED 444.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Unlimited,66,Available
ED 451.01,ALL,ALL,Consent Of Instructor,44,Available
ED 453.01,ALL,ALL,Consent Of Instructor,14,Available
ED 475.01,ALL,ALL,Consent Of Instructor,2,Available
ED 475.02,ALL,ALL,Consent Of Instructor,6,Available
ED 475.03,ALL,ALL,Consent Of Instructor,1,Available
ED 478.01,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12,Available
ED 478.02,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12,Available
ED 478.03,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12,Available
ED 478.04,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,12,Available
ED 478.05,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,11,Available
ED 478.06,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,Consent Of Instructor,9,Available
ED 49D.01,ALL,ALL,Consent Of Instructor,21,Available
GR 112.01,ALL,ALL,Consent Of Instructor,7,Available
GR 212.01,ALL,ALL,Consent Of Instructor,5,Available
HIST102.01,ALL,ALL,Consent Of Instructor,0,Available
HIST102.01,HISTORY,ALL,Unlimited,85,Available
HIST106.01,CIVIL ENGINEERING,UNDERGRADUATE,2,2,Full
HIST106.01,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4,Full
HIST106.01,HISTORY,UNDERGRADUATE,3,7,Try to get consent
HIST106.01,MANAGEMENT,UNDERGRADUATE,5,5,Full
HIST106.01,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.01,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.01,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9,Full
HIST106.01,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
HIST106.02,CIVIL ENGINEERING,UNDERGRADUATE,2,2,Full
HIST106.02,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,5,Try to get consent
HIST106.02,HISTORY,UNDERGRADUATE,3,6,Try to get consent
HIST106.02,MANAGEMENT,UNDERGRADUATE,5,5,Full
HIST106.02,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.02,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.02,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9,Full
HIST106.02,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
HIST106.03,CIVIL ENGINEERING,UNDERGRADUATE,3,2,Available
HIST106.03,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4,Full
HIST106.03,HISTORY,UNDERGRADUATE,2,4,Try to get consent
HIST106.03,MANAGEMENT,UNDERGRADUATE,5,4,Available
HIST106.03,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.03,SOCIOLOGY,UNDERGRADUATE,2,3,Try to get consent
HIST106.03,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9,Full
HIST106.03,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
HIST106.04,CIVIL ENGINEERING,UNDERGRADUATE,2,2,Full
HIST106.04,ECONOMICS,UNDERGRADUATE,3,4,Try to get consent
HIST106.04,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4,Full
HIST106.04,HISTORY,UNDERGRADUATE,2,5,Try to get consent
HIST106.04,MANAGEMENT,UNDERGRADUATE,5,5,Full
HIST106.04,SOCIOLOGY,UNDERGRADUATE,2,4,Try to get consent
HIST106.04,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,9,Full
HIST106.04,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
HIST106.05,CIVIL ENGINEERING,UNDERGRADUATE,2,2,Full
HIST106.05,ECONOMICS,UNDERGRADUATE,2,2,Full
HIST106.05,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,4,4,Full
HIST106.05,HISTORY,UNDERGRADUATE,2,3,Try to get consent
HIST106.05,MANAGEMENT,UNDERGRADUATE,5,5,Full
HIST106.05,SOCIOLOGY,UNDERGRADUATE,2,3,Try to get consent
HIST106.05,TRANSLATION AND INTERPRETING STUDIES,UNDERGRADUATE,9,10,Try to get consent
HIST106.05,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
HIST106.06,ECONOMICS,UNDERGRADUATE,3,3,Full
HIST106.06,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3,Full
HIST106.06,HISTORY,UNDERGRADUATE,5,4,Available
HIST106.06,MANAGEMENT,UNDERGRADUATE,3,4,Try to get consent
HIST106.06,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,3,Try to get consent
HIST106.06,PSYCHOLOGY,UNDERGRADUATE,7,11,Try to get consent
HIST106.06,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.06,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,2,Available
HIST106.07,ECONOMICS,UNDERGRADUATE,3,4,Try to get consent
HIST106.07,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,5,5,Full
HIST106.07,HISTORY,UNDERGRADUATE,2,2,Full
HIST106.07,MANAGEMENT,UNDERGRADUATE,3,3,Full
HIST106.07,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.07,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.07,PSYCHOLOGY,UNDERGRADUATE,7,9,Try to get consent
HIST106.07,SOCIOLOGY,UNDERGRADUATE,2,3,Try to get consent
HIST106.07,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3,Full
HIST106.08,ECONOMICS,UNDERGRADUATE,4,4,Full
HIST106.08,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,4,Try to get consent
HIST106.08,HISTORY,UNDERGRADUATE,2,1,Available
HIST106.08,MANAGEMENT,UNDERGRADUATE,3,3,Full
HIST106.08,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.08,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.08,PSYCHOLOGY,UNDERGRADUATE,8,14,Try to get consent
HIST106.08,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.08,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3,Full
HIST106.09,ECONOMICS,UNDERGRADUATE,2,4,Try to get consent
HIST106.09,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,2,2,Full
HIST106.09,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3,Full
HIST106.09,HISTORY,UNDERGRADUATE,3,2,Available
HIST106.09,MANAGEMENT,UNDERGRADUATE,3,3,Full
HIST106.09,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,1,Available
HIST106.09,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.09,PSYCHOLOGY,UNDERGRADUATE,7,9,Try to get consent
HIST106.09,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.09,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,4,Try to get consent
HIST106.10,ECONOMICS,UNDERGRADUATE,2,2,Full
HIST106.10,FOREIGN LANGUAGE EDUCATION,UNDERGRADUATE,3,2,Available
HIST106.10,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,3,3,Full
HIST106.10,HISTORY,UNDERGRADUATE,3,3,Full
HIST106.10,MANAGEMENT,UNDERGRADUATE,3,3,Full
HIST106.10,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.10,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.10,PSYCHOLOGY,UNDERGRADUATE,7,10,Try to get consent
HIST106.10,SOCIOLOGY,UNDERGRADUATE,2,2,Full
HIST106.10,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,2,Available
HIST106.11,ECONOMICS,UNDERGRADUATE,2,3,Try to get consent
HIST106.11,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,4,4,Full
HIST106.11,HISTORY,UNDERGRADUATE,4,3,Available
HIST106.11,LINGUISTICS,UNDERGRADUATE,3,4,Try to get consent
HIST106.11,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,3,Try to get consent
HIST106.11,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.11,PSYCHOLOGY,UNDERGRADUATE,8,9,Try to get consent
HIST106.11,SOCIOLOGY,UNDERGRADUATE,2,3,Try to get consent
HIST106.11,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,3,3,Full
HIST106.12,GUIDANCE & PSYCHOLOGICAL COUNSELING,UNDERGRADUATE,5,5,Full
HIST106.12,HISTORY,UNDERGRADUATE,6,4,Available
HIST106.12,LINGUISTICS,UNDERGRADUATE,3,3,Full
HIST106.12,MOLECULAR BIOLOGY & GENETICS,UNDERGRADUATE,2,2,Full
HIST106.12,POLITICAL SCIENCE&INTERNATIONAL RELATIONS,UNDERGRADUATE,2,2,Full
HIST106.12,PSYCHOLOGY,UNDERGRADUATE,8,11,Try to get consent
HIST106.12,SOCIOLOGY,UNDERGRADUATE,2,3,Try to get consent
HIST106.12,TURKISH LANGUAGE & LITERATURE,UNDERGRADUATE,2,2,Full
